kbobID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,AVG,SLG,OBP,PA,TB
5008,75138,2005,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5009,75138,2013,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5010,75138,2014,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5011,75138,2015,1,KBO,SK,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5012,75138,2016,1,KBO,SK,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5013,75138,2018,1,KBO,SK,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5014,75138,2019,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5015,75138,2020,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5016,75143,2010,1,KBO,Nexen,11,2,2,1,0,0,0,0,2,2,0,0,0,0.5,0.5,0.5,2,1
5017,75149,2014,1,KBO,NC,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5018,75149,2015,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5019,75149,2016,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5020,75149,2017,1,KBO,KT,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5021,75149,2018,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5022,75151,2005,1,KBO,LG,106,314,41,76,10,3,8,42,3,1,17,69,6,0.242,0.369,0.288,340,116
5023,75151,2006,1,KBO,LG,82,239,28,62,8,1,6,26,1,0,13,39,7,0.259,0.377,0.311,258,90
5024,75151,2007,1,KBO,LG,88,193,22,54,8,1,3,20,2,2,11,22,7,0.28,0.378,0.316,208,73
5025,75151,2008,1,KBO,LG,38,78,8,15,1,0,0,3,0,0,8,13,3,0.192,0.205,0.292,90,16
5026,75151,2011,1,KBO,LG,93,242,13,62,9,0,0,23,3,2,17,32,7,0.256,0.293,0.312,272,71
5027,75151,2012,1,KBO,LG,81,233,19,66,18,1,2,27,2,2,13,34,4,0.283,0.395,0.324,256,92
5028,75151,2013,1,KBO,LG,116,367,42,100,15,5,5,47,5,4,26,45,10,0.272,0.381,0.332,405,140
5029,75151,2014,1,KBO,LG,97,261,29,69,14,0,7,38,5,4,21,40,9,0.264,0.398,0.328,292,104
5030,75151,2015,1,KBO,SK,91,259,38,83,14,0,14,51,5,0,26,46,6,0.32,0.537,0.397,297,139
5031,75151,2016,1,KBO,SK,144,576,68,179,32,1,27,100,2,3,25,76,15,0.311,0.51,0.347,616,294
5032,75151,2017,1,KBO,SK,112,349,44,112,16,0,15,45,0,1,19,61,11,0.321,0.496,0.367,381,173
5033,75151,2018,1,KBO,SK,73,217,27,59,9,0,11,38,1,1,19,29,8,0.272,0.465,0.335,239,101
5034,75151,2019,1,KBO,SK,110,380,44,107,24,0,13,59,0,0,30,60,9,0.282,0.447,0.342,419,170
5035,75151,2020,1,KBO,SK,76,187,13,45,5,1,1,20,0,1,12,38,7,0.241,0.294,0.286,203,55
5036,75151,2021,1,KBO,SSG,62,165,21,38,2,0,7,24,0,0,11,37,5,0.23,0.37,0.275,178,61
5037,75154,2005,1,KBO,LG,110,402,64,122,23,4,15,61,19,5,36,85,8,0.303,0.493,0.371,453,198
5038,75154,2006,1,KBO,Hanwha,93,284,37,77,14,0,7,25,6,4,33,60,9,0.271,0.394,0.356,323,112
5039,75155,2005,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5040,75156,2005,1,KBO,LG,34,130,18,29,3,0,5,20,2,1,12,36,1,0.223,0.362,0.302,149,47
5041,75174,2006,1,KBO,LG,6,17,2,5,0,0,0,1,1,0,0,4,0,0.294,0.294,0.333,21,5
5042,75230,2006,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5043,75244,2006,1,KBO,Doosan,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5044,75250,2005,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5045,75250,2006,1,KBO,Doosan,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5046,75250,2009,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5047,75250,2010,1,KBO,Doosan,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5048,75250,2011,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5049,75250,2013,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5050,75250,2014,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5051,75250,2015,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5052,75250,2016,1,KBO,SK,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5053,75250,2018,1,KBO,SK,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5054,75253,2007,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5055,75255,2005,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5056,75255,2006,1,KBO,Doosan,5,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5057,75255,2007,1,KBO,Doosan,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5058,75255,2009,1,KBO,Doosan,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5059,75258,2005,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5060,75258,2006,1,KBO,Doosan,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5061,75258,2007,1,KBO,Doosan,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.5,2,0
5062,75258,2008,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5063,75258,2009,1,KBO,Doosan,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5064,75261,2005,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5065,75261,2006,1,KBO,Doosan,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5066,75266,2005,1,KBO,Doosan,116,90,34,17,2,0,1,6,39,12,5,34,0,0.189,0.244,0.232,99,22
5067,75266,2006,1,KBO,Doosan,4,11,0,2,0,0,0,0,1,1,0,3,0,0.182,0.182,0.25,12,2
5068,75268,2005,1,KBO,Doosan,4,1,1,1,0,1,0,2,0,0,0,0,0,1,3,1,1,3
5069,75268,2006,1,KBO,Samsung,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5070,75268,2007,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5071,75268,2009,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5072,75268,2013,1,KBO,Samsung,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5073,75268,2014,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5074,75307,2005,1,KBO,Hyundai,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0
5075,75307,2006,1,KBO,Hyundai,100,149,22,37,5,3,0,8,4,1,6,30,3,0.248,0.322,0.294,167,48
5076,75307,2007,1,KBO,Hyundai,47,52,3,9,0,0,0,1,1,2,4,15,0,0.173,0.173,0.232,60,9
5077,75307,2008,1,KBO,Woori,3,8,2,2,1,0,0,0,0,0,0,3,0,0.25,0.375,0.333,9,3
5078,75307,2012,1,KBO,Nexen,8,4,1,1,0,0,0,0,0,0,0,1,0,0.25,0.25,0.25,4,1
5079,75307,2013,1,KBO,NC,58,106,18,24,6,0,1,7,4,2,12,29,2,0.226,0.311,0.306,121,33
5080,75321,2010,1,KBO,Nexen,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5081,75321,2012,1,KBO,Nexen,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5082,75321,2013,1,KBO,Nexen,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5083,75321,2014,1,KBO,Nexen,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5084,75321,2015,1,KBO,Nexen,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5085,75321,2016,1,KBO,Lotte,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5086,75321,2017,1,KBO,Lotte,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5087,75321,2018,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5088,75321,2019,1,KBO,Lotte,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5089,75333,2005,1,KBO,Hyundai,119,424,76,124,18,2,35,102,0,2,86,101,3,0.292,0.592,0.411,521,251
5090,75333,2006,1,KBO,Hyundai,93,331,50,88,18,1,18,61,0,0,59,72,9,0.266,0.489,0.378,394,162
5091,75333,2007,1,KBO,KIA,34,106,14,29,7,0,3,10,0,0,21,25,0,0.274,0.425,0.398,128,45
5092,75334,2005,1,KBO,Hyundai,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5093,75334,2009,1,KBO,Woori,43,66,4,13,5,0,0,4,0,0,6,15,1,0.197,0.273,0.26,74,18
5094,75334,2010,1,KBO,Nexen,39,60,1,8,4,0,1,9,0,0,4,16,6,0.133,0.25,0.2,67,15
5095,75334,2011,1,KBO,Nexen,46,100,13,23,5,0,1,11,2,0,15,24,2,0.23,0.31,0.333,118,31
5096,75334,2012,1,KBO,Doosan,87,212,16,43,8,0,8,25,0,0,10,58,3,0.203,0.354,0.235,228,75
5097,75334,2013,1,KBO,Doosan,55,117,16,35,12,0,3,28,0,1,20,28,0,0.299,0.479,0.406,144,56
5098,75334,2014,1,KBO,Doosan,75,132,10,32,7,0,3,18,1,1,20,39,1,0.242,0.364,0.342,155,48
5099,75334,2015,1,KBO,Doosan,66,180,33,52,11,1,14,36,0,0,28,49,5,0.289,0.594,0.387,213,107
5100,75334,2016,1,KBO,Doosan,105,380,69,120,20,2,27,92,1,0,64,73,5,0.316,0.592,0.411,455,225
5101,75334,2017,1,KBO,Doosan,128,412,62,126,27,0,26,89,1,1,45,80,5,0.306,0.561,0.378,466,231
5102,75334,2018,1,KBO,Doosan,123,401,69,112,19,2,27,80,1,1,60,121,3,0.279,0.539,0.373,477,216
5103,75334,2019,1,KBO,Doosan,130,467,76,137,29,1,21,102,2,1,55,99,5,0.293,0.495,0.369,529,231
5104,75334,2020,1,KBO,Doosan,127,471,62,147,32,0,16,89,2,1,61,92,12,0.312,0.482,0.39,534,227
5105,75334,2021,1,KBO,Samsung,120,418,64,119,20,0,25,97,1,0,58,106,5,0.285,0.512,0.366,484,214
5106,75334,2022,1,KBO,Samsung,135,470,57,126,42,0,21,94,2,1,57,133,7,0.268,0.491,0.345,536,231
5107,75334,2023,1,KBO,Samsung,106,315,31,64,15,0,11,54,1,0,43,110,1,0.203,0.356,0.302,364,112
5108,75334,2024,1,KBO,KT,105,296,33,72,18,1,11,45,0,0,36,88,7,0.243,0.422,0.321,343,125
5109,75340,2013,1,KBO,SK,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5110,75340,2016,1,KBO,SK,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5111,75340,2017,1,KBO,SK,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5112,75340,2020,1,KBO,KT,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5113,75342,2005,1,KBO,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5114,75342,2006,1,KBO,Hyundai,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5115,75342,2007,1,KBO,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5116,75342,2009,1,KBO,Woori,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5117,75342,2010,1,KBO,Nexen,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5118,75342,2020,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5119,75344,2005,1,KBO,Hyundai,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5120,75344,2006,1,KBO,Hyundai,1,1,1,1,0,0,1,1,0,0,0,0,0,1,4,1,1,4
5121,75344,2007,1,KBO,Hyundai,35,39,2,9,2,0,0,4,0,0,1,10,2,0.231,0.282,0.268,42,11
5122,75344,2008,1,KBO,Woori,15,16,1,4,0,0,1,1,0,0,0,11,0,0.25,0.438,0.25,16,7
5123,75344,2009,1,KBO,Woori,40,69,5,17,3,1,0,10,0,0,4,24,1,0.246,0.319,0.299,79,22
5124,75344,2010,1,KBO,Nexen,73,49,5,8,1,0,0,1,0,1,4,15,2,0.163,0.184,0.241,57,9
5125,75344,2011,1,KBO,Nexen,55,89,5,17,2,0,1,11,0,1,7,25,2,0.191,0.247,0.265,102,22
5126,75344,2013,1,KBO,NC,14,16,1,2,0,0,1,4,0,0,0,5,1,0.125,0.313,0.118,17,5
5127,75344,2014,1,KBO,NC,28,29,2,5,3,0,0,1,0,0,5,10,0,0.172,0.276,0.294,36,8
5128,75392,2005,1,KBO,Hyundai,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
5129,75392,2007,1,KBO,Hyundai,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0
5130,75404,2007,1,KBO,Samsung,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5131,75404,2008,1,KBO,KIA,6,5,0,1,0,0,0,0,0,0,0,2,0,0.2,0.2,0.2,5,1
5132,75404,2009,1,KBO,KIA,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
5133,75421,2005,1,KBO,Samsung,7,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5134,75421,2006,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5135,75421,2007,1,KBO,Samsung,5,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5136,75421,2008,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5137,75421,2009,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5138,75421,2011,1,KBO,Samsung,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5139,75421,2012,1,KBO,Samsung,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5140,75421,2013,1,KBO,Samsung,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5141,75421,2021,1,KBO,Samsung,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5142,75421,2022,1,KBO,Samsung,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5143,75421,2023,1,KBO,Samsung,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5144,75421,2024,1,KBO,Samsung,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5145,75441,2005,1,KBO,Samsung,7,4,0,1,1,0,0,2,0,0,0,1,0,0.25,0.5,0.4,5,2
5146,75441,2006,1,KBO,Samsung,88,180,15,51,11,1,2,26,9,2,16,49,2,0.283,0.389,0.342,204,70
5147,75441,2007,1,KBO,Samsung,66,155,16,26,4,0,1,9,1,0,14,44,2,0.168,0.213,0.231,175,33
5148,75441,2010,1,KBO,Samsung,67,138,22,38,6,1,6,17,6,2,15,36,1,0.275,0.464,0.346,159,64
5149,75441,2011,1,KBO,Samsung,98,245,33,60,11,0,6,34,7,2,27,76,1,0.245,0.363,0.329,280,89
5150,75441,2012,1,KBO,KIA,89,230,30,46,7,1,6,36,1,2,23,64,1,0.2,0.317,0.272,262,73
5151,75441,2013,1,KBO,NC,120,380,38,107,26,3,6,39,4,5,39,56,6,0.282,0.413,0.35,426,157
5152,75441,2014,1,KBO,NC,92,111,15,29,4,0,6,22,1,1,10,26,1,0.261,0.459,0.325,124,51
5153,75441,2015,1,KBO,NC,103,124,20,35,8,0,8,35,3,0,19,36,1,0.282,0.54,0.372,146,67
5154,75441,2016,1,KBO,NC,109,179,29,60,14,0,5,35,3,3,21,43,2,0.335,0.497,0.408,207,89
5155,75441,2017,1,KBO,NC,16,40,1,6,2,0,1,3,0,0,5,11,2,0.15,0.275,0.244,46,11
5156,75442,2005,1,KBO,Samsung,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5157,75442,2007,1,KBO,Samsung,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5158,75442,2008,1,KBO,Samsung,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5159,75442,2009,1,KBO,Woori,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5160,75464,2005,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5161,75464,2010,1,KBO,Nexen,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5162,75464,2012,1,KBO,Nexen,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5163,75537,2005,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5164,75537,2018,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5165,75539,2005,1,KBO,Lotte,5,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5166,75539,2006,1,KBO,Lotte,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5167,75551,2005,1,KBO,Lotte,109,398,56,113,15,1,23,69,3,4,30,84,6,0.284,0.5,0.348,443,199
5168,75554,2005,1,KBO,Lotte,2,3,0,2,1,0,0,0,0,0,0,1,0,0.667,1,0.667,3,3
5169,75554,2006,1,KBO,Lotte,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
5170,75554,2007,1,KBO,Lotte,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5171,75554,2008,1,KBO,Lotte,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5172,75554,2009,1,KBO,Lotte,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
5173,75563,2005,1,KBO,Lotte,17,17,7,4,1,0,1,1,0,0,4,3,1,0.235,0.471,0.381,21,8
5174,75563,2006,1,KBO,Lotte,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5175,75566,2005,1,KBO,Lotte,72,163,21,33,10,1,1,18,0,0,18,58,1,0.202,0.294,0.294,200,48
5176,75566,2006,1,KBO,Lotte,123,287,26,65,8,0,1,27,3,1,14,55,3,0.226,0.265,0.269,321,76
5177,75566,2007,1,KBO,Lotte,121,363,43,95,10,1,1,29,2,5,24,57,7,0.262,0.303,0.312,407,110
5178,75566,2008,1,KBO,Lotte,53,120,14,33,7,0,0,5,2,1,8,15,4,0.275,0.333,0.32,134,40
5179,75566,2009,1,KBO,Doosan,125,376,49,112,20,4,9,53,2,6,28,52,15,0.298,0.444,0.35,414,167
5180,75566,2010,1,KBO,Doosan,104,291,36,78,14,4,8,49,1,4,26,44,5,0.268,0.426,0.334,330,124
5181,75566,2011,1,KBO,Doosan,110,264,36,57,11,0,8,35,1,0,29,58,7,0.216,0.348,0.298,311,92
5182,75566,2012,1,KBO,Doosan,107,325,36,87,13,2,8,42,1,1,30,35,16,0.268,0.394,0.337,372,128
5183,75566,2013,1,KBO,Doosan,85,264,40,83,12,0,10,39,6,4,29,49,7,0.314,0.473,0.385,300,125
5184,75566,2014,1,KBO,Doosan,79,231,29,58,8,2,5,25,0,0,19,53,2,0.251,0.368,0.308,255,85
5185,75566,2016,1,KBO,Doosan,7,19,3,6,3,0,2,7,0,0,2,2,1,0.316,0.789,0.364,22,15
5186,75566,2017,1,KBO,Samsung,121,411,55,109,20,1,18,62,2,0,34,80,4,0.265,0.45,0.323,459,185
5187,75566,2018,1,KBO,Samsung,128,479,74,144,30,1,20,93,2,1,52,103,10,0.301,0.493,0.374,543,236
5188,75566,2019,1,KBO,Samsung,111,395,44,97,20,0,19,76,2,1,43,73,10,0.246,0.441,0.327,455,174
5189,75566,2020,1,KBO,Samsung,121,403,46,108,17,0,13,74,0,1,49,82,7,0.268,0.407,0.341,467,164
5190,75566,2021,1,KBO,Samsung,131,399,40,92,19,0,9,59,1,0,60,80,11,0.231,0.346,0.341,480,138
5191,75566,2022,1,KBO,Samsung,88,288,31,77,13,0,10,60,0,0,33,70,7,0.267,0.417,0.346,335,120
5192,75566,2023,1,KBO,Kiwoom,89,305,22,75,10,0,2,30,0,1,34,67,9,0.246,0.298,0.326,345,91
5193,75566,2024,1,KBO,Kiwoom,39,91,5,20,4,0,0,8,0,0,14,18,2,0.22,0.264,0.33,109,24
5194,75608,2005,1,KBO,KIA,24,22,3,2,1,0,0,3,1,1,1,9,1,0.091,0.136,0.167,24,3
5195,75608,2007,1,KBO,KIA,22,15,3,2,0,0,0,0,0,0,1,4,0,0.133,0.133,0.188,16,2
5196,75608,2010,1,KBO,KIA,19,40,4,11,0,0,2,6,2,3,2,15,0,0.275,0.425,0.348,47,17
5197,75608,2011,1,KBO,KIA,35,49,9,11,4,0,0,2,0,0,3,12,3,0.224,0.306,0.296,54,15
5198,75608,2012,1,KBO,KIA,25,28,5,7,1,0,0,1,0,0,0,11,0,0.25,0.286,0.371,35,8
5199,75608,2013,1,KBO,KIA,16,18,1,2,0,0,0,1,1,0,0,5,1,0.111,0.111,0.158,19,2
5200,75612,2005,1,KBO,KIA,75,125,14,33,4,0,3,19,2,2,10,27,3,0.264,0.368,0.324,141,46
5201,75612,2006,1,KBO,KIA,43,40,4,9,2,0,0,8,0,0,2,9,2,0.225,0.275,0.295,46,11
5202,75612,2007,1,KBO,KIA,76,159,13,39,3,0,4,16,3,3,10,33,6,0.245,0.34,0.292,174,54
5203,75612,2008,1,KBO,KIA,14,19,0,1,1,0,0,1,0,0,2,3,0,0.053,0.105,0.143,22,2
5204,75612,2012,1,KBO,KIA,39,80,6,13,2,0,0,11,0,0,5,25,5,0.163,0.188,0.221,90,15
5205,75620,2005,1,KBO,KIA,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5206,75620,2006,1,KBO,KIA,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5207,75620,2009,1,KBO,KIA,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5208,75620,2010,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5209,75620,2015,1,KBO,KIA,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5210,75620,2018,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5211,75635,2005,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5212,75640,2005,1,KBO,KIA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5213,75648,2005,1,KBO,KIA,47,56,12,13,2,0,1,3,0,0,6,14,2,0.232,0.321,0.306,62,18
5214,75662,2007,1,KBO,KIA,3,3,1,1,1,0,0,0,0,0,0,0,0,0.333,0.667,0.333,3,2
5215,75663,2006,1,KBO,KIA,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5216,75663,2007,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5217,75663,2011,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5218,75668,2009,1,KBO,KIA,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5219,75668,2011,1,KBO,KIA,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5220,75705,2005,1,KBO,Hanwha,39,63,9,8,2,0,0,3,1,2,7,15,1,0.127,0.159,0.253,79,10
5221,75705,2006,1,KBO,Hanwha,37,36,6,5,2,0,0,0,1,0,8,14,0,0.139,0.194,0.326,47,7
5222,75705,2007,1,KBO,Hanwha,8,4,3,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0
5223,75705,2008,1,KBO,Hanwha,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5224,75705,2011,1,KBO,Hanwha,38,51,7,9,2,0,0,3,1,1,7,13,1,0.176,0.216,0.3,64,11
5225,75705,2012,1,KBO,Hanwha,33,52,3,12,1,0,0,3,3,0,6,20,0,0.231,0.25,0.344,62,13
5226,75705,2013,1,KBO,Hanwha,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5227,75706,2005,1,KBO,Hanwha,21,27,3,4,1,0,0,0,0,1,8,13,1,0.148,0.185,0.343,35,5
5228,75706,2007,1,KBO,Hanwha,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
5229,75706,2010,1,KBO,Hanwha,100,156,34,32,3,0,5,21,25,8,26,52,0,0.205,0.321,0.317,185,50
5230,75706,2011,1,KBO,Hanwha,78,69,26,13,1,0,2,11,7,4,13,27,0,0.188,0.29,0.329,87,20
5231,75706,2012,1,KBO,Hanwha,2,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0.2,6,0
5232,75706,2013,1,KBO,Hanwha,21,33,4,5,1,1,1,3,0,0,4,14,0,0.152,0.333,0.282,39,11
5233,75706,2014,1,KBO,Hanwha,10,10,2,1,0,0,0,0,0,0,0,3,0,0.1,0.1,0.1,10,1
5234,75706,2015,1,KBO,KIA,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
5235,75730,2010,1,KBO,Hanwha,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5236,75730,2011,1,KBO,Hanwha,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5237,75730,2013,1,KBO,Hanwha,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5238,75730,2017,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
5239,75734,2005,1,KBO,Hanwha,30,100,11,22,3,0,6,19,0,0,7,25,3,0.22,0.43,0.275,109,43
5240,75736,2006,1,KBO,Hanwha,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5241,75736,2008,1,KBO,Hanwha,50,57,8,13,2,0,0,2,1,3,2,23,0,0.228,0.263,0.267,62,15
5242,75736,2011,1,KBO,Hanwha,54,86,14,19,3,1,2,14,8,1,6,36,1,0.221,0.349,0.295,98,30
5243,75736,2012,1,KBO,Hanwha,46,70,10,15,1,0,1,5,6,1,9,26,0,0.214,0.271,0.313,83,19
5244,75736,2013,1,KBO,Hanwha,9,16,0,2,0,0,0,0,0,0,0,10,0,0.125,0.125,0.176,17,2
