kbobID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,PA,TB,AVG,SLG,OBP,OPS,BB_pct,K_pct
6266,78756,2008,1,KBO,Hanwha,46,30,3,4,1,0,0,1,0,0,1,7,0,31,5,0.133,0.167,0.161,0.328,0.032,0.226
6267,78756,2009,1,KBO,Hanwha,79,175,20,46,9,1,2,14,3,2,8,43,7,183,63,0.263,0.36,0.295,0.655,0.044,0.235
6268,78756,2010,1,KBO,Hanwha,108,221,24,44,5,0,0,14,7,2,12,57,7,233,49,0.199,0.222,0.24,0.462,0.052,0.245
6269,78756,2011,1,KBO,Hanwha,68,107,15,22,3,0,0,7,3,3,5,21,3,112,25,0.206,0.234,0.241,0.475,0.045,0.188
6270,78756,2012,1,KBO,Hanwha,110,399,33,105,18,3,3,41,14,9,25,65,7,424,138,0.263,0.346,0.307,0.652,0.059,0.153
6271,78756,2013,1,KBO,Hanwha,92,256,31,59,8,2,2,26,5,2,23,49,12,279,77,0.23,0.301,0.294,0.595,0.082,0.176
6272,78756,2016,1,KBO,Hanwha,57,43,6,7,0,0,0,3,0,0,5,8,0,48,7,0.163,0.163,0.25,0.413,0.104,0.167
6273,78756,2017,1,KBO,Hanwha,65,184,23,57,11,0,2,21,3,5,15,22,5,199,74,0.31,0.402,0.362,0.764,0.075,0.111
6274,78756,2018,1,KBO,Hanwha,56,133,14,30,4,0,1,9,3,0,7,33,2,140,37,0.226,0.278,0.264,0.542,0.05,0.236
6275,78756,2019,1,KBO,Hanwha,122,392,37,88,16,0,3,36,7,2,38,72,8,430,113,0.224,0.288,0.293,0.581,0.088,0.167
6276,78756,2020,1,KBO,Hanwha,93,197,17,46,4,0,2,17,0,1,16,39,10,213,56,0.234,0.284,0.291,0.575,0.075,0.183
6277,78756,2021,1,KBO,Samsung,23,42,5,9,0,0,0,2,0,0,3,8,2,45,9,0.214,0.214,0.267,0.481,0.067,0.178
6278,78756,2022,1,KBO,Samsung,100,268,30,74,8,0,3,24,2,2,18,51,5,286,91,0.276,0.34,0.322,0.661,0.063,0.178
6279,78756,2023,1,KBO,Hanwha,90,165,17,38,6,0,0,14,2,0,24,34,7,189,44,0.23,0.267,0.328,0.595,0.127,0.18
6280,78756,2024,1,KBO,Lotte,26,20,0,4,1,0,0,0,0,0,2,8,0,22,5,0.2,0.25,0.273,0.523,0.091,0.364
6281,78756,2025,1,KBO,Kiwoom,33,51,5,13,3,0,1,10,0,0,5,11,2,56,19,0.255,0.373,0.321,0.694,0.089,0.196
6282,78758,2013,1,KBO,Hanwha,5,6,0,1,0,0,0,1,0,0,1,2,0,7,1,0.167,0.167,0.286,0.452,0.143,0.286
6283,78760,2012,1,KBO,Hanwha,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6284,78760,2015,1,KBO,Hanwha,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6285,78762,2008,1,KBO,Hanwha,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6286,78762,2009,1,KBO,Hanwha,22,9,2,0,0,0,0,1,2,1,1,3,0,10,0,0.0,0.0,0.1,0.1,0.1,0.3
6287,78762,2010,1,KBO,Hanwha,30,24,3,4,1,1,0,2,2,0,3,4,1,27,7,0.167,0.292,0.259,0.551,0.111,0.148
6288,78762,2012,1,KBO,Hanwha,23,17,7,2,0,0,0,1,2,0,0,2,1,17,2,0.118,0.118,0.118,0.235,0.0,0.118
6289,78765,2010,1,KBO,KIA,45,56,9,8,0,0,2,2,1,0,2,19,2,58,14,0.143,0.25,0.172,0.422,0.034,0.328
6290,78765,2011,1,KBO,KIA,19,9,3,0,0,0,0,0,0,0,1,3,1,10,0,0.0,0.0,0.1,0.1,0.1,0.3
6291,78765,2014,1,KBO,KIA,86,189,21,51,13,1,5,17,2,2,12,53,3,201,81,0.27,0.429,0.313,0.742,0.06,0.264
6292,78765,2015,1,KBO,KIA,108,245,31,60,9,0,5,30,1,0,15,67,8,260,84,0.245,0.343,0.288,0.631,0.058,0.258
6293,78765,2016,1,KBO,KIA,25,43,3,13,2,0,1,6,0,0,2,15,1,45,18,0.302,0.419,0.333,0.752,0.044,0.333
6294,78768,2010,1,KBO,Hanwha,5,5,0,0,0,0,0,0,0,0,1,2,0,6,0,0.0,0.0,0.167,0.167,0.167,0.333
6295,78813,2008,1,KBO,SK,91,130,30,29,5,0,1,20,10,7,12,38,1,142,37,0.223,0.285,0.289,0.573,0.085,0.268
6296,78813,2009,1,KBO,SK,92,114,31,27,5,2,4,17,5,7,9,29,4,123,48,0.237,0.421,0.293,0.714,0.073,0.236
6297,78813,2010,1,KBO,SK,65,60,14,11,2,0,1,2,5,3,5,15,4,65,16,0.183,0.267,0.246,0.513,0.077,0.231
6298,78813,2012,1,KBO,SK,15,32,7,8,2,0,1,2,2,1,2,7,0,34,13,0.25,0.406,0.294,0.7,0.059,0.206
6299,78813,2013,1,KBO,NC,108,395,57,109,24,3,12,51,16,3,37,68,11,432,175,0.276,0.443,0.338,0.781,0.086,0.157
6300,78813,2014,1,KBO,NC,122,419,62,110,15,0,16,72,14,3,37,82,13,456,173,0.263,0.413,0.322,0.735,0.081,0.18
6301,78813,2015,1,KBO,NC,103,214,23,62,14,0,6,35,5,0,18,52,5,232,94,0.29,0.439,0.345,0.784,0.078,0.224
6302,78813,2016,1,KBO,NC,63,133,16,44,8,0,5,20,3,2,9,24,7,142,67,0.331,0.504,0.373,0.877,0.063,0.169
6303,78813,2017,1,KBO,NC,136,474,64,148,25,3,17,90,9,6,39,81,6,513,230,0.312,0.485,0.365,0.85,0.076,0.158
6304,78813,2018,1,KBO,NC,81,287,38,80,10,1,17,62,2,3,21,51,10,308,143,0.279,0.498,0.328,0.826,0.068,0.166
6305,78813,2019,1,KBO,NC,101,341,49,104,21,2,10,55,3,2,31,62,8,372,159,0.305,0.466,0.363,0.829,0.083,0.167
6306,78813,2020,1,KBO,NC,62,136,10,41,10,2,2,13,0,0,8,22,5,144,61,0.301,0.449,0.34,0.789,0.056,0.153
6307,78813,2021,1,KBO,NC,3,5,0,0,0,0,0,0,0,1,1,1,0,6,0,0.0,0.0,0.167,0.167,0.167,0.167
6308,78819,2013,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6309,78819,2020,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6310,78823,2015,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6311,78843,2009,1,KBO,SK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6312,78850,2008,1,KBO,SK,5,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5
6313,78850,2009,1,KBO,SK,4,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.333
6314,78850,2010,1,KBO,Doosan,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
6315,78850,2013,1,KBO,Doosan,6,4,0,1,0,0,0,0,0,0,0,0,0,4,1,0.25,0.25,0.25,0.5,0.0,0.0
6316,78850,2015,1,KBO,Lotte,20,28,3,6,2,0,0,3,1,1,6,6,0,34,8,0.214,0.286,0.353,0.639,0.176,0.176
6317,78850,2016,1,KBO,Lotte,19,15,4,3,0,0,0,2,2,0,2,5,0,17,3,0.2,0.2,0.294,0.494,0.118,0.294
6318,78853,2008,1,KBO,SK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6319,78863,2008,1,KBO,SK,31,35,1,6,0,0,1,3,0,0,1,5,1,36,9,0.171,0.257,0.194,0.452,0.028,0.139
6320,78863,2009,1,KBO,SK,2,3,0,1,0,0,0,0,0,0,0,0,0,3,1,0.333,0.333,0.333,0.667,0.0,0.0
6321,78863,2012,1,KBO,SK,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0
6322,78892,2008,1,KBO,SK,7,6,0,1,0,0,0,1,0,0,0,1,0,6,1,0.167,0.167,0.167,0.333,0.0,0.167
6323,78892,2009,1,KBO,SK,28,33,3,13,2,0,1,6,3,0,3,8,1,36,18,0.394,0.545,0.444,0.99,0.083,0.222
6324,78892,2010,1,KBO,LG,46,51,4,15,0,0,0,9,1,0,2,16,0,53,15,0.294,0.294,0.321,0.615,0.038,0.302
6325,78892,2011,1,KBO,LG,67,77,8,17,3,0,5,18,0,0,13,22,4,90,35,0.221,0.455,0.333,0.788,0.144,0.244
6326,78892,2012,1,KBO,LG,75,171,17,51,7,0,2,19,3,2,16,35,9,187,64,0.298,0.374,0.358,0.733,0.086,0.187
6327,78892,2013,1,KBO,LG,89,186,20,38,8,1,1,30,2,3,23,32,6,209,51,0.204,0.274,0.292,0.566,0.11,0.153
6328,78892,2014,1,KBO,LG,27,68,4,15,4,0,0,2,0,0,2,15,1,70,19,0.221,0.279,0.243,0.522,0.029,0.214
6329,78892,2015,1,KBO,KT,74,148,17,39,4,0,9,28,0,1,6,39,5,154,70,0.264,0.473,0.292,0.765,0.039,0.253
6330,78892,2016,1,KBO,KT,66,126,14,30,6,0,6,16,1,1,20,24,7,146,54,0.238,0.429,0.342,0.771,0.137,0.164
6331,78892,2017,1,KBO,KT,22,39,6,9,1,0,2,6,0,0,4,7,1,43,16,0.231,0.41,0.302,0.713,0.093,0.163
6332,79109,2009,1,KBO,LG,5,9,1,1,0,0,0,1,0,0,1,5,0,10,1,0.111,0.111,0.2,0.311,0.1,0.5
6333,79109,2010,1,KBO,LG,125,352,59,85,13,6,13,61,13,2,44,137,1,396,149,0.241,0.423,0.326,0.749,0.111,0.346
6334,79109,2011,1,KBO,LG,63,156,17,33,7,0,2,15,5,2,19,57,2,175,46,0.212,0.295,0.297,0.592,0.109,0.326
6335,79109,2012,1,KBO,LG,133,462,66,115,22,2,12,53,23,14,55,122,6,517,177,0.249,0.383,0.329,0.712,0.106,0.236
6336,79109,2013,1,KBO,LG,124,441,81,113,20,8,9,47,30,7,54,113,7,495,176,0.256,0.399,0.337,0.736,0.109,0.228
6337,79109,2014,1,KBO,LG,113,397,72,104,20,8,8,56,28,12,51,102,8,448,164,0.262,0.413,0.346,0.759,0.114,0.228
6338,79109,2015,1,KBO,LG,138,497,76,138,41,4,11,56,25,10,59,121,2,556,220,0.278,0.443,0.354,0.797,0.106,0.218
6339,79109,2016,1,KBO,LG,121,393,73,110,14,5,20,78,17,9,65,97,7,458,194,0.28,0.494,0.382,0.876,0.142,0.212
6340,79109,2017,1,KBO,LG,107,334,47,91,13,4,8,39,10,5,45,105,8,379,136,0.272,0.407,0.359,0.766,0.119,0.277
6341,79109,2018,1,KBO,LG,144,533,93,148,26,2,11,71,10,5,59,146,6,592,211,0.278,0.396,0.35,0.746,0.1,0.247
6342,79109,2019,1,KBO,LG,134,473,63,119,23,5,9,53,27,5,57,113,7,530,179,0.252,0.378,0.332,0.711,0.108,0.213
6343,79109,2020,1,KBO,LG,141,527,95,158,41,7,10,71,20,8,45,116,4,572,243,0.3,0.461,0.355,0.816,0.079,0.203
6344,79109,2021,1,KBO,LG,134,464,62,118,19,2,8,57,12,6,54,82,11,518,165,0.254,0.356,0.332,0.688,0.104,0.158
6345,79109,2022,1,KBO,LG,142,494,75,133,16,4,25,87,20,7,62,107,11,556,232,0.269,0.47,0.351,0.82,0.112,0.192
6346,79109,2023,1,KBO,LG,126,422,65,113,24,3,8,62,16,7,64,82,4,486,167,0.268,0.396,0.364,0.76,0.132,0.169
6347,79109,2024,1,KBO,LG,108,370,67,94,24,2,10,59,17,4,51,106,8,421,152,0.254,0.411,0.344,0.755,0.121,0.252
6348,79109,2025,1,KBO,LG,44,132,18,32,8,0,5,21,4,3,12,40,0,144,55,0.242,0.417,0.306,0.722,0.083,0.278
6349,79113,2010,1,KBO,LG,7,5,0,0,0,0,0,1,0,0,0,4,0,5,0,0.0,0.0,0.0,0.0,0.0,0.8
6350,79113,2013,1,KBO,LG,93,217,31,58,10,1,4,25,8,5,13,71,1,230,82,0.267,0.378,0.309,0.687,0.057,0.309
6351,79113,2014,1,KBO,LG,22,20,4,3,1,0,0,4,3,0,3,5,0,23,4,0.15,0.2,0.261,0.461,0.13,0.217
6352,79113,2015,1,KBO,LG,103,212,27,48,13,1,5,27,9,6,23,54,4,235,78,0.226,0.368,0.302,0.67,0.098,0.23
6353,79113,2016,1,KBO,LG,52,111,28,32,3,2,7,16,5,0,10,29,1,121,60,0.288,0.541,0.347,0.888,0.083,0.24
6354,79113,2017,1,KBO,LG,35,92,17,24,6,1,2,14,0,3,10,24,0,102,38,0.261,0.413,0.333,0.746,0.098,0.235
6355,79113,2018,1,KBO,LG,2,6,0,1,0,0,0,0,0,0,0,3,0,6,1,0.167,0.167,0.167,0.333,0.0,0.5
6356,79113,2019,1,KBO,KIA,29,49,7,8,0,0,3,6,2,1,9,18,0,58,17,0.163,0.347,0.293,0.64,0.155,0.31
6357,79113,2020,1,KBO,KIA,15,6,1,1,0,0,0,0,0,0,0,2,0,6,1,0.167,0.167,0.167,0.333,0.0,0.333
6358,79130,2014,1,KBO,Nexen,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
6359,79130,2015,1,KBO,Nexen,13,18,3,5,0,0,0,2,0,0,2,9,0,20,5,0.278,0.278,0.35,0.628,0.1,0.45
6360,79130,2016,1,KBO,Nexen,40,66,10,13,2,0,1,7,1,3,11,24,1,77,18,0.197,0.273,0.312,0.584,0.143,0.312
6361,79130,2017,1,KBO,Nexen,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5
6362,79130,2018,1,KBO,SK,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
6363,79137,2009,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6364,79138,2011,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6365,79138,2012,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6366,79140,2009,1,KBO,LG,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6367,79140,2015,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6368,79140,2016,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6369,79140,2017,1,KBO,LG,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6370,79140,2019,1,KBO,LG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6371,79140,2020,1,KBO,LG,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6372,79140,2022,1,KBO,LG,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6373,79140,2023,1,KBO,LG,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6374,79140,2024,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6375,79140,2025,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6376,79150,2009,1,KBO,LG,6,11,2,1,0,0,1,1,0,0,0,7,0,11,4,0.091,0.364,0.091,0.455,0.0,0.636
6377,79150,2010,1,KBO,LG,8,9,0,2,0,0,0,2,1,1,1,4,0,10,2,0.222,0.222,0.3,0.522,0.1,0.4
6378,79150,2011,1,KBO,LG,15,18,6,3,0,0,0,2,2,0,3,4,1,21,3,0.167,0.167,0.286,0.452,0.143,0.19
6379,79150,2012,1,KBO,LG,18,23,5,4,0,0,0,1,4,1,2,9,0,25,4,0.174,0.174,0.24,0.414,0.08,0.36
6380,79150,2013,1,KBO,LG,61,83,21,18,4,2,0,15,10,4,16,19,1,99,26,0.217,0.313,0.343,0.657,0.162,0.192
6381,79150,2016,1,KBO,LG,99,225,30,50,12,1,1,22,5,5,28,66,1,253,67,0.222,0.298,0.308,0.606,0.111,0.261
6382,79150,2017,1,KBO,LG,15,8,2,0,0,0,0,0,1,0,0,4,0,8,0,0.0,0.0,0.0,0.0,0.0,0.5
6383,79150,2018,1,KBO,LG,115,303,48,79,14,2,6,31,18,3,27,68,9,330,115,0.261,0.38,0.321,0.701,0.082,0.206
6384,79150,2019,1,KBO,LG,129,376,53,87,19,2,2,27,15,6,31,91,10,407,116,0.231,0.309,0.29,0.598,0.076,0.224
6385,79150,2020,1,KBO,LG,134,328,50,81,10,4,4,30,8,7,29,63,6,357,111,0.247,0.338,0.308,0.647,0.081,0.176
6386,79150,2021,1,KBO,LG,73,181,26,43,7,1,3,10,3,3,24,32,4,205,61,0.238,0.337,0.327,0.664,0.117,0.156
6387,79150,2023,1,KBO,LG,89,88,17,24,2,0,1,12,1,5,9,16,1,97,29,0.273,0.33,0.34,0.67,0.093,0.165
6388,79191,2015,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6389,79191,2016,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6390,79191,2017,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6391,79192,2014,1,KBO,LG,62,159,18,44,11,1,1,15,5,3,21,36,3,180,60,0.277,0.377,0.361,0.738,0.117,0.2
6392,79192,2015,1,KBO,LG,90,173,25,43,11,2,4,20,3,3,14,39,4,187,70,0.249,0.405,0.305,0.709,0.075,0.209
6393,79192,2016,1,KBO,LG,128,403,64,126,20,3,9,81,7,3,31,75,9,434,179,0.313,0.444,0.362,0.806,0.071,0.173
6394,79192,2017,1,KBO,LG,114,333,28,89,12,3,2,35,5,6,17,66,8,350,113,0.267,0.339,0.303,0.642,0.049,0.189
6395,79192,2018,1,KBO,LG,139,529,78,175,36,2,25,119,3,1,35,97,12,564,290,0.331,0.548,0.372,0.921,0.062,0.172
6396,79192,2019,1,KBO,LG,128,470,59,148,18,1,12,72,2,2,24,67,9,494,204,0.315,0.434,0.348,0.782,0.049,0.136
6397,79192,2020,1,KBO,LG,109,416,59,122,17,2,15,88,0,3,32,69,12,448,188,0.293,0.452,0.344,0.796,0.071,0.154
6398,79192,2021,1,KBO,LG,110,387,59,107,20,0,16,82,4,2,38,80,9,425,175,0.276,0.452,0.341,0.793,0.089,0.188
6399,79192,2022,1,KBO,LG,126,467,48,138,26,2,12,83,6,7,27,88,16,494,204,0.296,0.437,0.334,0.771,0.055,0.178
6400,79192,2023,1,KBO,Hanwha,137,521,71,137,17,0,23,84,0,0,52,102,16,573,223,0.263,0.428,0.33,0.758,0.091,0.178
6401,79192,2024,1,KBO,Hanwha,124,436,61,118,24,0,20,83,1,1,49,83,12,485,202,0.271,0.463,0.344,0.808,0.101,0.171
6402,79192,2025,1,KBO,Hanwha,45,165,15,45,12,1,2,17,0,1,11,44,1,176,65,0.273,0.394,0.318,0.712,0.062,0.25
6403,79198,2009,1,KBO,LG,3,6,1,2,1,0,0,2,0,0,1,1,2,7,3,0.333,0.5,0.429,0.929,0.143,0.143
6404,79198,2010,1,KBO,LG,17,6,1,0,0,0,0,0,0,0,0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.333
6405,79198,2011,1,KBO,LG,75,88,11,14,4,0,0,2,2,1,6,26,3,94,18,0.159,0.205,0.213,0.417,0.064,0.277
6406,79198,2012,1,KBO,LG,22,12,3,1,0,0,0,0,1,1,1,4,0,13,1,0.083,0.083,0.154,0.237,0.077,0.308
6407,79198,2015,1,KBO,LG,30,12,3,1,0,0,0,1,1,0,0,3,0,12,1,0.083,0.083,0.083,0.167,0.0,0.25
6408,79198,2016,1,KBO,LG,34,21,3,4,0,0,0,0,1,0,0,6,1,21,4,0.19,0.19,0.19,0.381,0.0,0.286
6409,79198,2017,1,KBO,LG,14,3,1,1,0,0,0,1,0,0,0,1,0,3,1,0.333,0.333,0.333,0.667,0.0,0.333
6410,79198,2018,1,KBO,LG,102,53,13,11,3,0,0,4,0,1,2,14,2,55,14,0.208,0.264,0.236,0.501,0.036,0.255
6411,79198,2019,1,KBO,LG,106,59,6,6,2,0,1,5,1,1,1,13,0,60,11,0.102,0.186,0.117,0.303,0.017,0.217
6412,79215,2009,1,KBO,Doosan,5,5,1,1,0,0,0,0,0,0,0,1,0,5,1,0.2,0.2,0.2,0.4,0.0,0.2
6413,79215,2013,1,KBO,Doosan,34,48,12,13,1,0,1,7,2,3,1,11,4,49,17,0.271,0.354,0.286,0.64,0.02,0.224
6414,79215,2014,1,KBO,Doosan,47,61,7,11,4,1,0,3,1,0,4,13,0,65,17,0.18,0.279,0.231,0.509,0.062,0.2
6415,79215,2015,1,KBO,Doosan,70,158,31,54,12,0,5,26,2,1,12,29,2,170,81,0.342,0.513,0.388,0.901,0.071,0.171
6416,79215,2016,1,KBO,Doosan,132,484,95,162,36,4,20,83,17,6,38,86,9,522,266,0.335,0.55,0.383,0.933,0.073,0.165
6417,79215,2017,1,KBO,Doosan,131,483,91,177,40,2,20,78,20,3,41,64,15,524,281,0.366,0.582,0.416,0.998,0.078,0.122
6418,79215,2018,1,KBO,Doosan,125,488,79,159,24,6,12,84,7,3,28,65,14,516,231,0.326,0.473,0.362,0.836,0.054,0.126
6419,79215,2019,1,KBO,Doosan,127,458,83,146,27,5,10,64,12,3,60,57,23,518,213,0.319,0.465,0.398,0.863,0.116,0.11
6420,79215,2020,1,KBO,Doosan,129,487,103,148,40,0,14,70,8,2,42,65,9,529,230,0.304,0.472,0.359,0.831,0.079,0.123
6421,79215,2021,1,KBO,Doosan,126,458,82,149,31,2,6,63,13,0,50,72,16,508,202,0.325,0.441,0.392,0.833,0.098,0.142
6422,79215,2022,1,KBO,NC,111,408,52,137,18,1,10,61,3,3,44,62,10,452,187,0.336,0.458,0.4,0.859,0.097,0.137
6423,79215,2023,1,KBO,NC,130,458,70,146,34,2,12,85,7,5,56,71,14,514,220,0.319,0.48,0.393,0.873,0.109,0.138
6424,79215,2024,1,KBO,NC,89,323,58,111,23,1,13,53,4,0,33,54,7,356,175,0.344,0.542,0.404,0.946,0.093,0.152
6425,79215,2025,1,KBO,NC,22,61,8,21,6,0,1,11,0,1,9,7,1,70,30,0.344,0.492,0.429,0.92,0.129,0.1
6426,79222,2010,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6427,79225,2009,1,KBO,Doosan,10,38,3,7,1,0,2,6,0,0,4,5,1,42,14,0.184,0.368,0.262,0.63,0.095,0.119
6428,79229,2010,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6429,79229,2013,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6430,79231,2009,1,KBO,Doosan,85,231,47,61,8,6,3,17,13,7,24,45,1,255,90,0.264,0.39,0.333,0.723,0.094,0.176
6431,79231,2010,1,KBO,Doosan,76,143,35,46,8,6,1,19,13,3,10,25,2,153,69,0.322,0.483,0.366,0.849,0.065,0.163
6432,79231,2011,1,KBO,Doosan,128,414,66,118,17,8,1,38,31,8,40,77,5,454,154,0.285,0.372,0.348,0.72,0.088,0.17
6433,79231,2012,1,KBO,Doosan,101,315,46,74,11,7,0,32,24,6,18,46,5,333,99,0.235,0.314,0.276,0.591,0.054,0.138
6434,79231,2013,1,KBO,Doosan,125,228,57,63,2,8,2,29,23,8,16,29,1,244,87,0.276,0.382,0.324,0.705,0.066,0.119
6435,79231,2014,1,KBO,Doosan,128,431,79,132,18,7,6,49,32,5,41,68,8,472,182,0.306,0.422,0.367,0.789,0.087,0.144
6436,79231,2015,1,KBO,Doosan,128,491,79,145,27,7,2,59,15,9,43,70,9,534,192,0.295,0.391,0.352,0.743,0.081,0.131
6437,79231,2016,1,KBO,Doosan,114,269,49,65,7,2,2,20,12,4,25,48,7,294,82,0.242,0.305,0.306,0.611,0.085,0.163
6438,79231,2018,1,KBO,Doosan,26,98,20,36,2,1,2,23,5,2,11,13,1,109,46,0.367,0.469,0.431,0.901,0.101,0.119
6439,79231,2019,1,KBO,Doosan,123,441,75,117,19,5,0,41,26,8,57,60,6,498,146,0.265,0.331,0.349,0.68,0.114,0.12
6440,79231,2020,1,KBO,Doosan,141,490,84,146,17,8,5,59,15,6,55,56,10,545,194,0.298,0.396,0.369,0.765,0.101,0.103
6441,79231,2021,1,KBO,Doosan,104,313,50,81,19,4,3,37,12,7,29,50,7,342,117,0.259,0.374,0.322,0.695,0.085,0.146
6442,79231,2022,1,KBO,Doosan,127,405,58,105,12,4,3,41,15,8,39,56,2,444,134,0.259,0.331,0.324,0.655,0.088,0.126
6443,79231,2023,1,KBO,Doosan,137,498,75,143,14,11,2,33,39,8,64,63,2,562,185,0.287,0.371,0.368,0.74,0.114,0.112
6444,79231,2024,1,KBO,Doosan,136,510,95,145,21,3,4,47,52,13,71,72,8,581,184,0.284,0.361,0.372,0.733,0.122,0.124
6445,79231,2025,1,KBO,Doosan,43,157,28,43,5,0,2,14,10,4,23,15,1,180,54,0.274,0.344,0.367,0.711,0.128,0.083
6446,79234,2014,1,KBO,Doosan,28,38,5,9,1,0,0,5,0,0,3,7,0,41,10,0.237,0.263,0.293,0.556,0.073,0.171
6447,79234,2015,1,KBO,Doosan,14,18,3,3,2,0,1,2,0,0,3,7,1,21,8,0.167,0.444,0.286,0.73,0.143,0.333
6448,79234,2019,1,KBO,NC,11,20,2,3,1,0,0,2,0,0,0,4,1,20,4,0.15,0.2,0.15,0.35,0.0,0.2
6449,79235,2009,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6450,79235,2010,1,KBO,Doosan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
6451,79240,2012,1,KBO,Doosan,92,154,28,41,8,0,0,14,9,8,7,17,7,161,49,0.266,0.318,0.298,0.616,0.043,0.106
6452,79240,2013,1,KBO,Doosan,75,228,35,68,9,1,1,25,14,4,27,14,7,255,82,0.298,0.36,0.373,0.732,0.106,0.055
6453,79240,2014,1,KBO,Doosan,105,198,33,49,8,1,0,10,6,4,21,21,7,219,59,0.247,0.298,0.32,0.618,0.096,0.096
6454,79240,2015,1,KBO,Doosan,117,404,64,128,20,2,1,41,8,3,31,42,11,435,155,0.317,0.384,0.366,0.749,0.071,0.097
6455,79240,2016,1,KBO,Doosan,144,538,96,154,24,4,7,81,6,6,49,58,14,587,207,0.286,0.385,0.346,0.731,0.083,0.099
6456,79240,2017,1,KBO,Doosan,130,369,50,95,22,1,3,40,8,4,29,48,15,398,128,0.257,0.347,0.312,0.658,0.073,0.121
6457,79240,2018,1,KBO,Doosan,133,516,85,167,30,5,10,79,20,4,32,52,15,548,237,0.324,0.459,0.363,0.822,0.058,0.095
6458,79240,2019,1,KBO,Doosan,133,475,71,137,25,1,4,60,11,5,34,36,16,509,176,0.288,0.371,0.336,0.706,0.067,0.071
6459,79240,2020,1,KBO,Doosan,117,437,70,145,25,1,7,58,14,6,35,28,10,472,193,0.332,0.442,0.381,0.823,0.074,0.059
6460,79240,2021,1,KBO,Doosan,136,468,61,130,24,1,5,59,5,7,36,35,21,504,171,0.278,0.365,0.329,0.695,0.071,0.069
6461,79240,2022,1,KBO,Doosan,121,432,59,125,23,0,8,60,10,3,36,40,12,468,172,0.289,0.398,0.344,0.742,0.077,0.085
6462,79240,2023,1,KBO,Doosan,130,429,44,115,23,1,7,48,9,3,35,26,6,464,161,0.268,0.375,0.323,0.699,0.075,0.056
